,city,type_of_plan,highest_level_education,work_status,gender,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew_Offer_Type,reachability,type_of_vehicle,churn
4926,Kumasi,primary_plan,High School or Below,Employed,male,Married,146,22,3,2,contacting_branch_directly,2-door_car,No
4927,Cape_coast,primary_plan,Bachelor,Employed,male,Married,146,73,2,4,contacting_agent,2-door_car,No
4928,Accra,primary_plan,College,Employed,female,Divorced,146,43,2,1,contacting_agent,2-door_car,No
4929,Cape_coast,premium_plan,Bachelor,Unemployed,male,Single,224,73,7,1,customer_call_centre,4-door_car,No
4930,Cape_coast,extended_plan,High School or Below,Employed,male,Single,440,129,2,1,contacting_agent,luxurious_suv,No
4931,Kumasi,primary_plan,High School or Below,Unemployed,male,Single,148,64,1,4,contacting_branch_directly,4-door_car,No
4932,Accra,primary_plan,Master,Employed,female,Married,146,47,1,4,contacting_branch_directly,4-door_car,No
4933,Cape_coast,extended_plan,High School or Below,Employed,male,Married,160,22,3,2,customer_call_centre,2-door_car,Yes
4934,Kumasi,extended_plan,Master,Employed,female,Married,170,82,2,2,contacting_agent,4-door_car,No
4935,Kumasi,primary_plan,Doctor,Disabled,female,Divorced,126,4,1,2,contacting_branch_directly,2-door_car,Yes
4936,Kumasi,extended_plan,College,Unemployed,female,Single,166,60,1,3,contacting_branch_directly,4-door_car,No
4937,Takoradi,primary_plan,Master,Employed,female,Married,210,142,2,1,contacting_branch_directly,Sports Car,No
4938,Takoradi,extended_plan,College,Employed,female,Married,196,56,1,2,via_the_web,4-door_car,No
4939,Accra,primary_plan,High School or Below,Unemployed,male,Married,140,73,1,2,contacting_agent,4-door_car,No
4940,Tamale,primary_plan,College,Employed,male,Married,132,26,6,4,customer_call_centre,4-door_car,No
4941,Kumasi,primary_plan,College,Employed,male,Married,232,47,5,2,customer_call_centre,SUV,Yes
4942,Takoradi,extended_plan,College,Employed,female,Divorced,178,146,6,1,customer_call_centre,4-door_car,No
4943,Accra,extended_plan,Bachelor,Unemployed,male,Married,252,125,3,1,contacting_branch_directly,SUV,No
4944,Accra,extended_plan,College,Employed,male,Married,418,52,2,2,contacting_branch_directly,luxirious_car,No
4945,Takoradi,extended_plan,High School or Below,Unemployed,male,Single,190,52,1,1,contacting_branch_directly,4-door_car,No
4946,Kumasi,extended_plan,Bachelor,Employed,male,Married,186,39,9,4,contacting_branch_directly,2-door_car,No
4947,Kumasi,primary_plan,High School or Below,Unemployed,male,Divorced,148,112,1,1,contacting_agent,4-door_car,No
4948,Accra,extended_plan,Bachelor,Unemployed,male,Single,192,4,2,2,customer_call_centre,4-door_car,No
4949,Kumasi,primary_plan,Bachelor,Employed,male,Married,122,0,2,2,contacting_agent,2-door_car,No
4950,Kumasi,premium_plan,College,Employed,male,Married,204,69,2,1,contacting_branch_directly,2-door_car,Yes
4951,Kumasi,primary_plan,Bachelor,Employed,male,Married,146,133,3,1,contacting_branch_directly,2-door_car,No
4952,Accra,extended_plan,College,Retired,female,Divorced,278,13,1,1,contacting_agent,Sports Car,Yes
4953,Takoradi,extended_plan,College,Employed,male,Single,172,0,1,3,contacting_branch_directly,2-door_car,No
4954,Takoradi,primary_plan,College,Employed,female,Married,136,77,1,3,via_the_web,2-door_car,No
4955,Accra,extended_plan,High School or Below,Employed,male,Married,154,0,1,2,contacting_branch_directly,4-door_car,No
4956,Kumasi,primary_plan,College,Employed,male,Married,128,103,2,4,contacting_branch_directly,4-door_car,No
4957,Accra,primary_plan,High School or Below,Employed,female,Married,142,133,6,2,contacting_branch_directly,4-door_car,No
4958,Kumasi,primary_plan,College,Unemployed,female,Single,128,95,1,1,contacting_agent,4-door_car,No
4959,Kumasi,primary_plan,Master,Disabled,female,Divorced,130,39,3,1,contacting_agent,4-door_car,Yes
4960,Kumasi,premium_plan,High School or Below,Unemployed,male,Single,230,4,1,1,contacting_branch_directly,2-door_car,No
4961,Kumasi,primary_plan,High School or Below,Employed,male,Married,130,43,1,3,contacting_branch_directly,2-door_car,No
4962,Cape_coast,primary_plan,High School or Below,Unemployed,male,Single,220,30,1,2,contacting_agent,SUV,No
4963,Accra,extended_plan,College,Unemployed,female,Single,196,82,2,1,contacting_branch_directly,2-door_car,No
4964,Kumasi,primary_plan,High School or Below,Unemployed,male,Single,382,95,1,3,via_the_web,luxirious_car,No
4965,Kumasi,primary_plan,College,Unemployed,female,Married,144,77,9,1,contacting_branch_directly,2-door_car,No
4966,Kumasi,primary_plan,High School or Below,Employed,female,Married,142,17,1,2,contacting_branch_directly,4-door_car,No
4967,Accra,primary_plan,College,Medical Leave,male,Married,200,47,2,2,via_the_web,SUV,No
4968,Takoradi,extended_plan,High School or Below,Employed,male,Married,190,56,9,2,contacting_branch_directly,2-door_car,No
4969,Takoradi,primary_plan,College,Employed,female,Married,122,13,1,2,contacting_agent,4-door_car,No
4970,Accra,primary_plan,Master,Employed,female,Divorced,128,47,3,3,contacting_branch_directly,4-door_car,No
4971,Accra,extended_plan,Bachelor,Medical Leave,male,Married,244,120,2,1,contacting_branch_directly,Sports Car,No
4972,Accra,primary_plan,High School or Below,Unemployed,female,Single,236,26,1,2,contacting_agent,SUV,No
4973,Accra,premium_plan,High School or Below,Employed,female,Married,214,39,9,1,contacting_branch_directly,2-door_car,No
4974,Accra,extended_plan,College,Employed,male,Single,172,103,2,4,via_the_web,2-door_car,No
4975,Tamale,primary_plan,College,Employed,female,Married,124,9,1,2,customer_call_centre,2-door_car,No
4976,Accra,primary_plan,Bachelor,Unemployed,female,Single,146,150,5,1,via_the_web,2-door_car,Yes
4977,Takoradi,extended_plan,College,Employed,male,Married,160,34,1,4,customer_call_centre,4-door_car,No
4978,Kumasi,primary_plan,High School or Below,Unemployed,male,Single,144,60,1,4,via_the_web,2-door_car,No
4979,Takoradi,primary_plan,College,Unemployed,female,Single,142,47,2,4,customer_call_centre,2-door_car,No
4980,Kumasi,extended_plan,Bachelor,Disabled,male,Married,256,133,1,3,customer_call_centre,Sports Car,No
4981,Takoradi,primary_plan,High School or Below,Retired,male,Married,122,30,1,3,via_the_web,4-door_car,Yes
4982,Cape_coast,extended_plan,Master,Disabled,female,Divorced,168,52,2,1,contacting_agent,4-door_car,No
4983,Kumasi,primary_plan,Bachelor,Unemployed,female,Single,142,133,4,1,contacting_branch_directly,4-door_car,No
4984,Tamale,premium_plan,High School or Below,Employed,female,Married,354,39,1,2,customer_call_centre,Sports Car,No
4985,Accra,extended_plan,College,Employed,female,Married,276,34,1,2,contacting_branch_directly,SUV,No
4986,Takoradi,extended_plan,College,Employed,female,Married,250,73,1,2,customer_call_centre,SUV,No
4987,Kumasi,primary_plan,College,Employed,male,Divorced,142,43,2,4,customer_call_centre,2-door_car,No
4988,Cape_coast,primary_plan,High School or Below,Unemployed,male,Married,132,17,5,2,contacting_agent,2-door_car,No
4989,Tamale,extended_plan,Bachelor,Medical Leave,female,Divorced,178,9,1,2,customer_call_centre,4-door_car,No
4990,Kumasi,primary_plan,College,Unemployed,female,Married,206,108,1,1,contacting_branch_directly,SUV,No
4991,Kumasi,primary_plan,Bachelor,Employed,male,Married,148,30,8,3,contacting_agent,2-door_car,No
4992,Kumasi,primary_plan,Doctor,Employed,female,Married,218,13,1,1,contacting_branch_directly,Sports Car,No
4993,Kumasi,primary_plan,Bachelor,Employed,male,Married,144,82,3,1,contacting_agent,2-door_car,No
4994,Accra,primary_plan,High School or Below,Employed,female,Married,142,34,1,1,contacting_branch_directly,4-door_car,No
4995,Takoradi,primary_plan,Master,Employed,male,Divorced,144,43,5,2,contacting_agent,4-door_car,No
4996,Cape_coast,premium_plan,Bachelor,Medical Leave,female,Single,222,26,3,2,contacting_branch_directly,4-door_car,No
4997,Takoradi,primary_plan,College,Employed,female,Single,124,43,1,3,contacting_branch_directly,4-door_car,No
4998,Takoradi,primary_plan,Bachelor,Unemployed,male,Single,142,9,1,4,contacting_branch_directly,4-door_car,No
4999,Kumasi,primary_plan,High School or Below,Employed,female,Divorced,148,9,4,3,via_the_web,4-door_car,No
5000,Tamale,primary_plan,Bachelor,Medical Leave,female,Married,122,56,7,1,contacting_branch_directly,4-door_car,No
5001,Cape_coast,premium_plan,High School or Below,Employed,male,Married,210,125,2,1,contacting_branch_directly,2-door_car,No
5002,Tamale,primary_plan,Master,Employed,female,Married,226,26,3,4,contacting_agent,SUV,No
5003,Takoradi,primary_plan,High School or Below,Employed,female,Married,130,99,2,2,contacting_branch_directly,2-door_car,No
5004,Kumasi,primary_plan,College,Disabled,female,Married,148,86,7,1,customer_call_centre,4-door_car,No
5005,Takoradi,extended_plan,High School or Below,Employed,male,Married,172,0,1,3,via_the_web,4-door_car,No
5006,Takoradi,primary_plan,College,Employed,male,Married,234,22,6,1,customer_call_centre,SUV,No
5007,Kumasi,primary_plan,College,Unemployed,female,Divorced,128,77,2,1,contacting_agent,2-door_car,No
5008,Accra,extended_plan,College,Unemployed,female,Divorced,174,17,1,2,contacting_agent,4-door_car,Yes
5009,Kumasi,primary_plan,College,Employed,male,Married,210,77,2,1,contacting_agent,Sports Car,No
5010,Accra,extended_plan,High School or Below,Unemployed,male,Married,164,103,2,2,contacting_branch_directly,4-door_car,No
5011,Kumasi,extended_plan,High School or Below,Employed,male,Married,186,43,1,4,contacting_branch_directly,4-door_car,No
5012,Kumasi,primary_plan,College,Employed,male,Married,124,64,2,1,contacting_branch_directly,4-door_car,Yes
5013,Takoradi,primary_plan,Bachelor,Unemployed,female,Single,138,9,3,1,contacting_agent,4-door_car,No
5014,Accra,primary_plan,High School or Below,Unemployed,female,Single,204,116,5,2,customer_call_centre,Sports Car,No
5015,Kumasi,primary_plan,College,Employed,female,Married,134,13,1,2,customer_call_centre,4-door_car,No
5016,Tamale,primary_plan,College,Unemployed,female,Single,126,17,3,1,contacting_agent,4-door_car,No
5017,Takoradi,primary_plan,Bachelor,Employed,male,Single,146,26,2,1,contacting_agent,4-door_car,Yes
5018,Tamale,primary_plan,High School or Below,Employed,male,Married,386,22,9,4,via_the_web,luxirious_car,No
5019,Kumasi,primary_plan,College,Employed,female,Married,212,138,1,3,contacting_agent,SUV,No
5020,Accra,primary_plan,High School or Below,Employed,female,Married,142,73,2,2,contacting_agent,2-door_car,Yes
5021,Kumasi,primary_plan,College,Medical Leave,female,Single,130,9,4,1,via_the_web,2-door_car,Yes
5022,Kumasi,extended_plan,College,Employed,female,Married,176,17,3,3,contacting_agent,4-door_car,No
5023,Accra,extended_plan,Bachelor,Unemployed,female,Single,154,73,2,2,contacting_agent,2-door_car,No
5024,Tamale,primary_plan,High School or Below,Unemployed,male,Married,236,77,2,1,contacting_branch_directly,SUV,No
5025,Kumasi,primary_plan,High School or Below,Employed,male,Married,222,60,1,2,customer_call_centre,SUV,No
5026,Takoradi,primary_plan,High School or Below,Employed,male,Single,128,4,1,3,contacting_branch_directly,4-door_car,No
5027,Takoradi,primary_plan,High School or Below,Unemployed,female,Married,214,64,1,3,contacting_agent,SUV,No
5028,Accra,premium_plan,High School or Below,Unemployed,female,Single,332,17,4,1,contacting_agent,Sports Car,No
5029,Accra,extended_plan,College,Medical Leave,female,Married,190,4,1,2,contacting_agent,4-door_car,No
5030,Kumasi,primary_plan,Bachelor,Unemployed,male,Single,130,47,3,3,via_the_web,4-door_car,No
5031,Kumasi,extended_plan,High School or Below,Employed,female,Married,262,26,3,4,customer_call_centre,SUV,No
5032,Cape_coast,extended_plan,High School or Below,Employed,male,Divorced,184,77,5,1,customer_call_centre,4-door_car,No
5033,Takoradi,extended_plan,College,Unemployed,female,Married,194,133,3,4,customer_call_centre,4-door_car,No
5034,Accra,primary_plan,Bachelor,Employed,male,Married,146,17,1,2,via_the_web,4-door_car,No
5035,Accra,primary_plan,Bachelor,Unemployed,male,Married,236,108,7,1,contacting_agent,SUV,No
5036,Kumasi,primary_plan,High School or Below,Employed,male,Single,222,4,3,2,contacting_branch_directly,SUV,No
5037,Kumasi,premium_plan,High School or Below,Employed,female,Married,296,112,2,4,via_the_web,SUV,No
5038,Takoradi,primary_plan,Bachelor,Employed,male,Divorced,146,13,2,2,contacting_branch_directly,4-door_car,No
5039,Accra,extended_plan,Master,Employed,female,Married,176,17,1,1,contacting_branch_directly,4-door_car,Yes
5040,Kumasi,primary_plan,College,Employed,male,Married,140,142,1,3,contacting_branch_directly,2-door_car,No
5041,Accra,primary_plan,Bachelor,Unemployed,female,Single,122,9,2,1,contacting_agent,4-door_car,No
5042,Accra,primary_plan,High School or Below,Employed,female,Married,144,39,1,3,contacting_agent,2-door_car,No
5043,Accra,primary_plan,College,Employed,male,Single,372,30,5,4,contacting_branch_directly,luxirious_car,No
5044,Kumasi,extended_plan,College,Employed,female,Married,254,86,1,1,contacting_agent,Sports Car,No
5045,Takoradi,primary_plan,College,Unemployed,male,Divorced,130,47,1,4,contacting_branch_directly,4-door_car,No
5046,Accra,primary_plan,High School or Below,Employed,female,Married,142,99,1,4,contacting_agent,2-door_car,No
5047,Accra,extended_plan,High School or Below,Employed,female,Divorced,152,69,3,2,contacting_agent,4-door_car,Yes
5048,Cape_coast,primary_plan,College,Unemployed,male,Married,138,69,2,4,contacting_branch_directly,4-door_car,No
5049,Accra,extended_plan,High School or Below,Employed,male,Married,160,22,3,2,customer_call_centre,2-door_car,Yes
5050,Kumasi,primary_plan,College,Employed,male,Married,144,64,2,1,contacting_branch_directly,4-door_car,No
5051,Kumasi,extended_plan,Master,Employed,female,Married,194,0,2,4,customer_call_centre,4-door_car,No
5052,Cape_coast,primary_plan,High School or Below,Employed,male,Single,148,99,8,2,customer_call_centre,4-door_car,Yes
5053,Kumasi,extended_plan,High School or Below,Unemployed,male,Single,184,129,2,1,customer_call_centre,2-door_car,No
5054,Tamale,primary_plan,College,Employed,female,Divorced,122,120,2,4,customer_call_centre,4-door_car,No
5055,Tamale,primary_plan,College,Unemployed,female,Single,134,69,5,1,customer_call_centre,4-door_car,No
5056,Accra,extended_plan,Bachelor,Disabled,male,Divorced,160,120,1,3,contacting_agent,4-door_car,No
5057,Accra,premium_plan,High School or Below,Unemployed,male,Single,204,108,1,2,contacting_agent,4-door_car,No
5058,Kumasi,primary_plan,College,Employed,female,Married,134,0,9,1,contacting_agent,4-door_car,Yes
5059,Cape_coast,primary_plan,Bachelor,Employed,male,Married,210,108,2,4,contacting_agent,SUV,No
5060,Accra,extended_plan,Bachelor,Employed,female,Married,274,90,1,3,contacting_agent,SUV,No
5061,Takoradi,primary_plan,Bachelor,Employed,male,Single,126,138,4,1,customer_call_centre,2-door_car,No
5062,Accra,primary_plan,College,Employed,male,Married,364,43,9,4,via_the_web,luxirious_car,No
5063,Kumasi,premium_plan,Bachelor,Unemployed,female,Single,330,116,1,1,contacting_agent,Sports Car,No
5064,Takoradi,extended_plan,College,Unemployed,female,Single,188,52,2,3,contacting_branch_directly,2-door_car,No
5065,Takoradi,extended_plan,Bachelor,Unemployed,male,Married,174,13,1,1,contacting_agent,4-door_car,No
5066,Takoradi,primary_plan,High School or Below,Disabled,male,Married,148,34,1,2,customer_call_centre,4-door_car,No
5067,Kumasi,primary_plan,Bachelor,Employed,female,Married,134,30,1,2,contacting_agent,2-door_car,No
5068,Tamale,primary_plan,Master,Employed,male,Married,138,30,4,2,contacting_branch_directly,2-door_car,No
5069,Accra,primary_plan,Bachelor,Disabled,male,Married,142,47,1,2,contacting_agent,2-door_car,No
5070,Cape_coast,extended_plan,Doctor,Unemployed,female,Married,168,77,4,1,contacting_agent,4-door_car,Yes
5071,Accra,premium_plan,College,Unemployed,male,Single,232,30,2,1,customer_call_centre,2-door_car,No
5072,Kumasi,extended_plan,High School or Below,Employed,male,Married,176,0,2,4,contacting_agent,4-door_car,No
5073,Takoradi,primary_plan,High School or Below,Medical Leave,male,Married,208,30,2,1,contacting_agent,SUV,No
5074,Cape_coast,premium_plan,High School or Below,Unemployed,male,Single,522,142,1,4,customer_call_centre,luxirious_car,No
5075,Kumasi,primary_plan,Bachelor,Employed,male,Married,124,26,2,1,contacting_agent,2-door_car,No
5076,Tamale,extended_plan,Bachelor,Employed,male,Single,274,9,8,2,contacting_agent,Sports Car,No
5077,Accra,extended_plan,College,Medical Leave,male,Married,196,82,1,2,contacting_branch_directly,4-door_car,Yes
5078,Kumasi,primary_plan,College,Employed,female,Married,142,129,3,2,via_the_web,4-door_car,No
5079,Cape_coast,extended_plan,High School or Below,Employed,female,Married,256,146,3,2,customer_call_centre,SUV,No
5080,Takoradi,extended_plan,Bachelor,Employed,male,Married,242,13,1,2,contacting_agent,SUV,No
5081,Kumasi,primary_plan,Bachelor,Unemployed,male,Single,130,13,1,4,via_the_web,2-door_car,No
5082,Accra,primary_plan,Doctor,Employed,male,Married,214,129,7,3,contacting_agent,SUV,No
5083,Cape_coast,primary_plan,High School or Below,Unemployed,male,Single,130,69,9,1,contacting_agent,2-door_car,No
5084,Accra,premium_plan,Bachelor,Disabled,female,Divorced,202,77,2,1,contacting_agent,4-door_car,Yes
